pair,index,country_code_alpha2_A,country_code_alpha2_B,Censored_Category_Similarity,Blocking_Proportion_Similarity,Overall_Similarity,country_code_alpha3_A,country_code_alpha3_B
"('CA', 'RS')",208,CA,RS,0.8542593046675891,0.9941494863805831,0.9242043955240862,CAN,SRB
"('RS', 'BR')",1117,RS,BR,0.8614176533387655,0.9860237814170196,0.9237207173778925,SRB,BRA
"('TW', 'FI')",1277,TW,FI,0.8707309733607089,0.9762411017578253,0.9234860375592671,TWN,FIN
"('NZ', 'ID')",992,NZ,ID,0.8532667785212685,0.9934693970099318,0.9233680877656001,NZL,IDN
"('MX', 'ID')",867,MX,ID,0.8493313624997352,0.9973518000795608,0.9233415812896479,MEX,IDN
"('CL', 'GR')",224,CL,GR,0.8695700807178465,0.9752365123892938,0.9224032965535701,CHL,GRC
"('TW', 'GR')",1278,TW,GR,0.8715169167059826,0.9732054837569711,0.9223612002314769,TWN,GRC
"('RO', 'RS')",1103,RO,RS,0.8564838856561189,0.988194301916008,0.9223390937860634,ROU,SRB
"('BZ', 'CZ')",153,BZ,CZ,0.8700384780789358,0.9743249469457639,0.9221817125123498,BLZ,CZE
"('BZ', 'GR')",159,BZ,GR,0.873412160256401,0.9707670472430122,0.9220896037497066,BLZ,GRC
"('AD', 'RS')",16,AD,RS,0.8450734321464918,0.9989137279161621,0.9219935800313269,AND,SRB
"('RS', 'PL')",1128,RS,PL,0.8509187677315864,0.9919899098510016,0.9214543387912939,SRB,POL
"('RS', 'AT')",1115,RS,AT,0.8463189709139403,0.9961899300088493,0.9212544504613948,SRB,AUT
"('RS', 'BE')",1116,RS,BE,0.8481595032503956,0.9936756520829765,0.920917577666686,SRB,BEL
"('BZ', 'VN')",191,BZ,VN,0.8514462190597082,0.9899690588185419,0.9207076389391251,BLZ,VNM
"('BZ', 'MY')",173,BZ,MY,0.8592052280811999,0.9778483401796099,0.9185267841304049,BLZ,MYS
"('CO', 'ID')",292,CO,ID,0.83730887607047,0.9992826180855577,0.9182957470780139,COL,IDN
"('VN', 'ID')",1427,VN,ID,0.8451939699910203,0.9905746692455548,0.9178843196182875,VNM,IDN
"('BZ', 'AT')",145,BZ,AT,0.8615736088094593,0.9738453097510894,0.9177094592802744,BLZ,AUT
"('SK', 'RS')",1251,SK,RS,0.8382354099974447,0.9969594025048695,0.9175974062511572,SVK,SRB
"('CL', 'TW')",241,CL,TW,0.8371889974562022,0.997969432316964,0.9175792148865831,CHL,TWN
"('PE', 'ID')",1028,PE,ID,0.8354495476243148,0.9988205928584272,0.917135070241371,PER,IDN
"('HK', 'CR')",459,HK,CR,0.8360421889714059,0.9979990773067569,0.9170206331390813,HKG,CRI
"('LT', 'ID')",772,LT,ID,0.8406024532593763,0.9926963076426818,0.9166493804510291,LTU,IDN
"('SG', 'RS')",1221,SG,RS,0.8356965371611146,0.9961605212935402,0.9159285292273274,SGP,SRB
"('VN', 'CL')",1417,VN,CL,0.8372637421591484,0.9944385239648235,0.915851133061986,VNM,CHL
"('HK', 'PE')",481,HK,PE,0.8402258527363866,0.9913313975578352,0.915778625147111,HKG,PER
"('NL', 'ID')",925,NL,ID,0.8377547235725735,0.9934234060253115,0.9155890647989425,NLD,IDN
"('KE', 'ID')",678,KE,ID,0.8360445210065366,0.9937357371341274,0.914890129070332,KEN,IDN
"('ID', 'IL')",543,ID,IL,0.8371495785445019,0.992625590467554,0.914887584506028,IDN,ISR
"('CO', 'BZ')",278,CO,BZ,0.8487200059285501,0.9798254242510812,0.9142727150898157,COL,BLZ
"('JP', 'ID')",632,JP,ID,0.8316571612237137,0.9965798368053317,0.9141184990145227,JPN,IDN
"('TW', 'SC')",1290,TW,SC,0.8482328396142823,0.9788876353087159,0.9135602374614991,TWN,SYC
"('ES', 'ID')",371,ES,ID,0.8335560201951564,0.9933070917346131,0.9134315559648847,ESP,IDN
"('ZA', 'LI')",1469,ZA,LI,0.8274233229121927,0.999325907215302,0.9133746150637474,ZAF,LIE
"('ID', 'HU')",542,ID,HU,0.8275396660698638,0.9982127382553038,0.9128762021625838,IDN,HUN
"('US', 'ID')",1367,US,ID,0.8296145940143853,0.9953563040599186,0.9124854490371519,USA,IDN
"('PT', 'LI')",1067,PT,LI,0.8250115333737731,0.999870310397288,0.9124409218855305,PRT,LIE
"('RS', 'CR')",1118,RS,CR,0.8293614377627009,0.9950403395327898,0.9122008886477453,SRB,CRI
"('BZ', 'PE')",177,BZ,PE,0.8449839922446328,0.9793633990239506,0.9121736956342917,BLZ,PER
"('HK', 'AT')",453,HK,AT,0.8273155027063299,0.9968494868306974,0.9120824947685137,HKG,AUT
"('BZ', 'PT')",179,BZ,PT,0.8503984033625204,0.9733820150014788,0.9118902091819996,BLZ,PRT
"('RS', 'GR')",1123,RS,GR,0.8305487118800878,0.993111667500772,0.91183018969043,SRB,GRC
"('CO', 'HK')",290,CO,HK,0.8325862643620534,0.9908693723307046,0.9117278183463791,COL,HKG
"('ID', 'BR')",532,ID,BR,0.8330797175500692,0.988911207840303,0.910995462695186,IDN,BRA
"('AD', 'FI')",8,AD,FI,0.8243517731238188,0.9972340185347518,0.9107928958292852,AND,FIN
"('BZ', 'SK')",187,BZ,SK,0.8461826881731582,0.9746147822471096,0.9103987352101339,BLZ,SVK
"('TW', 'CZ')",1274,TW,CZ,0.8432959843972596,0.9767633834597228,0.9100296839284912,TWN,CZE
"('BG', 'JP')",111,BG,JP,0.8198735632186849,0.9991438597239797,0.9095087114713323,BGR,JPN
"('BZ', 'SC')",184,BZ,SC,0.8405379869118764,0.9764491987947579,0.9084935928533171,BLZ,SYC
"('ID', 'MD')",548,ID,MD,0.8180521325267205,0.9987888963813285,0.9084205144540245,IDN,MDA
"('TW', 'MY')",1283,TW,MY,0.8358011015441501,0.9802867766935678,0.908043939118859,TWN,MYS
"('HK', 'CZ')",460,HK,CZ,0.8181888873979217,0.9963698496360219,0.9072793685169718,HKG,CZE
"('ID', 'CR')",536,ID,CR,0.8219800500239308,0.9921529131095066,0.9070664815667187,IDN,CRI
"('SG', 'FI')",1211,SG,FI,0.8126795061273022,0.9999872251573737,0.906333365642338,SGP,FIN
"('HK', 'KE')",472,HK,KE,0.8283401569695297,0.9838868056518176,0.9061134813106737,HKG,KEN
"('HK', 'BR')",455,HK,BR,0.8323005234443496,0.9790622763579931,0.9056813999011714,HKG,BRA
"('VN', 'IS')",1430,VN,IS,0.8254517789839868,0.9855712082842092,0.905511493634098,VNM,ISL
"('TW', 'CR')",1273,TW,CR,0.835360670063541,0.975134155788988,0.9052474129262644,TWN,CRI
"('JP', 'HK')",630,JP,HK,0.8155097949573843,0.9935721536109317,0.9045409742841579,JPN,HKG
"('US', 'HK')",1365,US,HK,0.8126853949716281,0.9947956863563437,0.9037405406639859,USA,HKG
"('NL', 'HK')",923,NL,HK,0.8097297151317021,0.9967285843909508,0.9032291497613265,NLD,HKG
"('HK', 'IS')",471,HK,IS,0.8109575113354576,0.9951549904283223,0.90305625088189,HKG,ISL
"('VN', 'MX')",1434,VN,MX,0.8123640087286369,0.9932233301152806,0.9027936694219587,VNM,MEX
"('VN', 'CZ')",1420,VN,CZ,0.8207801991167237,0.9843563490765086,0.9025682740966161,VNM,CZE
"('HK', 'SK')",491,HK,SK,0.8074885666854441,0.9960800143346772,0.9017842905100606,HKG,SVK
"('ES', 'VN')",395,ES,VN,0.8174797483670949,0.9838813000308813,0.9006805241989881,ESP,VNM
"('HK', 'NZ')",480,HK,NZ,0.8045079433240119,0.9966825934063316,0.9005952683651717,HKG,NZL
"('BG', 'AU')",90,BG,AU,0.8048055639673793,0.9959820354285317,0.9003937996979555,BGR,AUS
"('VN', 'IL')",1428,VN,IL,0.8173029626165745,0.9831997987638222,0.9002513806901984,VNM,ISR
"('BZ', 'CR')",152,BZ,CR,0.8272826004702318,0.9726957192750301,0.899989159872631,BLZ,CRI
"('ID', 'SC')",556,ID,SC,0.8029308242880214,0.9959063926292334,0.8994186084586274,IDN,SYC
"('TW', 'RS')",1287,TW,RS,0.8180855521133731,0.9800942772054847,0.8990899146594289,TWN,SRB
"('HK', 'LT')",474,HK,LT,0.7992406305846367,0.9974556827735817,0.8983481566791092,HKG,LTU
"('HK', 'SC')",488,HK,SC,0.8017792219745389,0.9942455977870289,0.8980124098807839,HKG,SYC
"('ZA', 'TW')",1483,ZA,TW,0.8204307766568804,0.9750157472294536,0.897723261943167,ZAF,TWN
"('HK', 'MX')",477,HK,MX,0.8066848501337958,0.9875028685972499,0.8970938593655229,HKG,MEX
"('HK', 'PT')",483,HK,PT,0.7954936999075186,0.997312781580307,0.8964032407439129,HKG,PRT
"('BG', 'NZ')",121,BG,NZ,0.7961341054730656,0.9960334199285787,0.8960837627008222,BGR,NZL
"('BG', 'HU')",106,BG,HU,0.7920221572170432,0.9992241607246225,0.8956231589708328,BGR,HUN
"('ID', 'DK')",538,ID,DK,0.7971734886472656,0.9916453843315902,0.894409436489428,IDN,DNK
"('VN', 'NZ')",1437,VN,NZ,0.8045395424733655,0.9840436053061999,0.8942915738897828,VNM,NZL
"('BG', 'ES')",101,BG,ES,0.7924207976875745,0.9958711146532611,0.8941459561704177,BGR,ESP
"('VN', 'HU')",1426,VN,HU,0.7987013106649357,0.988786946551572,0.8937441286082538,VNM,HUN
"('AU', 'ID')",41,AU,ID,0.7938453105854674,0.9934180125098836,0.8936316615476755,AUS,IDN
"('ID', 'AT')",530,ID,AT,0.7933451373392505,0.9933025035855659,0.8933238204624082,IDN,AUT
"('BG', 'MD')",116,BG,MD,0.7871003361436266,0.9986480025985977,0.8928741693711122,BGR,MDA
"('VN', 'MD')",1433,VN,MD,0.7959261358597722,0.9893631046775967,0.8926446202686844,VNM,MDA
"('CZ', 'LI')",332,CZ,LI,0.7859473277252623,0.9989273784530031,0.8924373530891327,CZE,LIE
"('ID', 'SG')",557,ID,SG,0.7914637873807535,0.9932730948702568,0.8923684411255052,IDN,SGP
"('HK', 'IL')",469,HK,IL,0.7870931996709184,0.9975263999487094,0.892309799809814,HKG,ISR
"('NL', 'VN')",952,NL,VN,0.7999712125226806,0.9839976143215797,0.8919844134221302,NLD,VNM
"('BG', 'LT')",114,BG,LT,0.7883163961469524,0.9952603305613288,0.8917883633541406,BGR,LTU
"('HK', 'HU')",467,HK,HU,0.7894569654841352,0.9919392521609597,0.8906981088225474,HKG,HUN
"('BG', 'NL')",119,BG,NL,0.7847544250223841,0.9959874289439595,0.8903709269831719,BGR,NLD
"('US', 'BG')",1351,US,BG,0.7827970311825905,0.9979203269785666,0.8903586790805785,USA,BGR
"('VN', 'TW')",1449,VN,TW,0.7875454425316094,0.9924074953324998,0.8899764689320546,VNM,TWN
"('BG', 'SC')",129,BG,SC,0.7812668884776405,0.9984704155478814,0.889868652012761,BGR,SYC
"('VN', 'AD')",1412,VN,AD,0.7930278439118297,0.9866005097891459,0.8898141768504878,VNM,AND
"('HK', 'MD')",476,HK,MD,0.7880791977129256,0.9913630940349348,0.8897211458739303,HKG,MDA
"('LT', 'VN')",798,LT,VN,0.7951503536540265,0.98327051593895,0.8892104347964882,LTU,VNM
"('ID', 'SK')",558,ID,SK,0.7841956051525502,0.9940719760815862,0.8891337906170682,IDN,SVK
"('UA', 'PE')",1330,UA,PE,0.7810188867435315,0.9971056465530895,0.8890622666483106,UKR,PER
"('BG', 'PE')",122,BG,PE,0.7786921372253389,0.9986163061214981,0.8886542216734186,BGR,PER
"('UA', 'KE')",1319,UA,KE,0.7807435130540622,0.9954506834394661,0.8880970982467642,UKR,KEN
"('BG', 'AT')",89,BG,AT,0.7799946727866384,0.9958665265042129,0.8879305996454256,BGR,AUT
"('JP', 'VN')",660,JP,VN,0.7881617070022175,0.9871540451015999,0.8876578760519087,JPN,VNM
"('CO', 'BG')",276,CO,BG,0.7769538321316626,0.9981542808943674,0.887554056513015,COL,BGR
"('BG', 'KE')",112,BG,KE,0.7834150885614646,0.9911717142154804,0.8872934013884726,BGR,KEN
"('VN', 'BR')",1415,VN,BR,0.7761536493792512,0.9983369995440348,0.887245324461643,VNM,BRA
"('BG', 'MX')",117,BG,MX,0.7797016282512873,0.9947877771609127,0.8872447027061,BGR,MEX
"('BG', 'IL')",108,BG,IL,0.7790377094267761,0.995189613386202,0.8871136614064891,BGR,ISR
"('VN', 'DK')",1421,VN,DK,0.791896900958699,0.9822195926278583,0.8870582467932786,VNM,DNK
"('AU', 'HK')",39,AU,HK,0.777324256653085,0.9967339779063786,0.8870291172797318,AUS,HKG
"('HK', 'ES')",463,HK,ES,0.7770468027852772,0.9968448986816503,0.8869458507334638,HKG,ESP
"('UA', 'CO')",1303,UA,CO,0.7753816008236353,0.9975676717802202,0.8864746363019278,UKR,COL
"('ID', 'NO')",550,ID,NO,0.7810727606467811,0.9909154786755638,0.8859941196611725,IDN,NOR
"('BZ', 'ZA')",192,BZ,ZA,0.7993096275656574,0.9725773107154957,0.8859434691405765,BLZ,ZAF
"('VN', 'NO')",1436,VN,NO,0.790359055747371,0.9814896869718319,0.8859243713596014,VNM,NOR
"('HK', 'PL')",482,HK,PL,0.7722035899546491,0.9989514149100291,0.8855775024323391,HKG,POL
"('BG', 'SE')",130,BG,SE,0.7771629634408318,0.9938909415651049,0.8855269525029683,BGR,SWE
"('IS', 'LI')",608,IS,LI,0.7731183327660909,0.9977125192453024,0.8854154260056966,ISL,LIE
"('HK', 'DK')",461,HK,DK,0.7716443422767741,0.9985066060846721,0.8850754741807232,HKG,DNK
"('ID', 'DZ')",539,ID,DZ,0.7785254526071375,0.9911621438658457,0.8848437982364916,IDN,DZA
"('BG', 'DK')",99,BG,DK,0.7752299686363026,0.9942094072502382,0.8847196879432704,BGR,DNK
"('KE', 'VN')",702,KE,VN,0.7723952934553419,0.996839393060714,0.884617343258028,KEN,VNM
"('BG', 'SK')",132,BG,SK,0.7725217266924274,0.9966359990002331,0.8845788628463302,BGR,SVK
"('BG', 'IS')",110,BG,IS,0.7715763283517547,0.9975610229065891,0.884568675629172,BGR,ISL
"('BG', 'FR')",103,BG,FR,0.7748162744109919,0.9942089463009516,0.8845126103559717,BGR,FRA
"('HK', 'ZA')",496,HK,ZA,0.7707175153199476,0.9981174858662911,0.8844175005931194,HKG,ZAF
"('VN', 'DZ')",1422,VN,DZ,0.7869289816855173,0.9817363521621139,0.8843326669238156,VNM,DZA
"('UA', 'BR')",1298,UA,BR,0.7780263242388562,0.9906261541456416,0.8843262391922488,UKR,BRA
"('UA', 'US')",1343,UA,US,0.774247312983611,0.993641357754581,0.883944335369096,UKR,USA
"('BG', 'CA')",94,BG,CA,0.7739148164052707,0.9938260828759478,0.8838704496406092,BGR,CAN
"('UA', 'JP')",1318,UA,JP,0.7723436452122127,0.994864890499994,0.8836042678561034,UKR,JPN
"('BG', 'RO')",125,BG,RO,0.7778145045362438,0.9885177054206442,0.883166104978444,BGR,ROU
"('SG', 'CZ')",1208,SG,CZ,0.766521499607363,0.999491415039303,0.883006457323333,SGP,CZE
"('BG', 'BR')",92,BG,BR,0.7790255047655157,0.986347184921656,0.8826863448435858,BGR,BRA
"('US', 'VN')",1396,US,VN,0.7791362555827437,0.9859305123561867,0.8825333839694651,USA,VNM
"('BG', 'NO')",120,BG,NO,0.7714970593252864,0.9934795015942107,0.8824882804597486,BGR,NOR
"('UA', 'CR')",1304,UA,CR,0.7741637686572709,0.9904379668041678,0.8823008677307194,UKR,CRI
"('UA', 'MX')",1325,UA,MX,0.7648337282106606,0.9990667463848983,0.8819502372977794,UKR,MEX
"('AU', 'VN')",70,AU,VN,0.779456429450214,0.9839922208061518,0.8817243251281829,AUS,VNM
"('UA', 'AT')",1294,UA,AT,0.7717065522061584,0.9915875572802273,0.8816470547431928,UKR,AUT
"('BG', 'PL')",123,BG,PL,0.7713688926723744,0.9916665063463662,0.8815176995093703,BGR,POL
"('CL', 'SG')",239,CL,SG,0.7844346082723475,0.9782853661820619,0.8813599872272047,CHL,SGP
"('VN', 'SE')",1445,VN,SE,0.7804138323610147,0.981901126942725,0.8811574796518699,VNM,SWE
"('BG', 'LU')",115,BG,LU,0.768433920829175,0.9937927045867962,0.8811133127079857,BGR,LUX
"('SG', 'PT')",1220,SG,PT,0.7623948617956757,0.9995665749149861,0.8809807183553309,SGP,PRT
"('UA', 'CZ')",1305,UA,CZ,0.7698651068478498,0.9920671944749028,0.8809661506613763,UKR,CZE
"('UA', 'NZ')",1329,UA,NZ,0.7700935986204622,0.9917544507045931,0.8809240246625276,UKR,NZL
"('RO', 'VN')",1113,RO,VN,0.761846107416578,0.9994934018555491,0.8806697546360636,ROU,VNM
"('VN', 'LU')",1432,VN,LU,0.779465531497973,0.9818028899644164,0.8806342107311947,VNM,LUX
"('UA', 'LT')",1322,UA,LT,0.769445209272852,0.9909813613373432,0.8802132853050976,UKR,LTU
"('UA', 'NL')",1327,UA,NL,0.7681556355323058,0.9917084597199739,0.8799320476261399,UKR,NLD
"('UA', 'HU')",1313,UA,HU,0.7630260455175873,0.9964977919499651,0.8797619187337762,UKR,HUN
"('UA', 'MD')",1324,UA,MD,0.7624434991071725,0.9970739500759899,0.8797587245915812,UKR,MDA
"('BG', 'BE')",91,BG,BE,0.7659956589464361,0.9933522485783401,0.8796739537623881,BGR,BEL
"('BG', 'CZ')",98,BG,CZ,0.7628138983780333,0.9963461636988884,0.8795800310384608,BGR,CZE
"('KR', 'TR')",750,KR,TR,0.7682279136463253,0.9908169739635675,0.8795224438049464,KOR,TUR
"('UA', 'SC')",1337,UA,SC,0.7638836890793351,0.9941914463238958,0.8790375677016155,UKR,SYC
"('UA', 'IS')",1317,UA,IS,0.7640749718364932,0.9932820536826035,0.8786785127595483,UKR,ISL
"('SG', 'AD')",1202,SG,AD,0.7595937841024214,0.9972472543266647,0.8784205192145431,SGP,AND
"('BG', 'CR')",97,BG,CR,0.7616334270838663,0.9947169360281535,0.8781751815560099,BGR,CRI
"('UA', 'PT')",1332,UA,PT,0.7645859196021844,0.9911242625306178,0.8778550910664011,UKR,PRT
"('HK', 'CA')",456,HK,CA,0.7568069205734049,0.9988899304589636,0.8778484255161842,HKG,CAN
"('VN', 'SG')",1446,VN,SG,0.7717767111886389,0.983847303166525,0.8778120071775819,VNM,SGP
"('BG', 'GR')",104,BG,GR,0.762398584986343,0.9927882639961367,0.8775934244912399,BGR,GRC
"('HK', 'NO')",479,HK,NO,0.7549577979974494,0.9992365117406996,0.8770971548690745,HKG,NOR
"('HK', 'LI')",473,HK,LI,0.7557707694399985,0.9974429321323065,0.8766068507861525,HKG,LIE
"('SE', 'ID')",1180,SE,ID,0.7615196438278938,0.9913269186464568,0.8764232812371753,SWE,IDN
"('SG', 'MY')",1217,SG,MY,0.7562660119314701,0.9959680218054571,0.8761170168684635,SGP,MYS
"('ES', 'SG')",390,ES,SG,0.7508053107784312,0.9999664640849304,0.8753858874316808,ESP,SGP
"('ES', 'AD')",356,ES,AD,0.7528159501569734,0.997281251191022,0.8750486006739977,ESP,AND
"('BG', 'DZ')",100,BG,DZ,0.7553200440206743,0.9937261667844937,0.8745231054025839,BGR,DZA
"('SG', 'IS')",1214,SG,IS,0.7506301607545011,0.9982765558316025,0.8744533582930518,SGP,ISL
"('UA', 'ES')",1308,UA,ES,0.7571984840668183,0.9915921454292754,0.8743953147480469,UKR,ESP
"('CO', 'VN')",323,CO,VN,0.7586209121476137,0.9898568263818259,0.8742388692647198,COL,VNM
"('UA', 'AU')",1295,UA,AU,0.7565404982705058,0.9917030662045461,0.874121782237526,UKR,AUS
"('ID', 'PL')",551,ID,PL,0.7584360483628871,0.9891024834277182,0.8737692658953027,IDN,POL
"('UA', 'SK')",1340,UA,SK,0.7547220924675881,0.9923570297762475,0.8735395611219179,UKR,SVK
"('LU', 'AD')",800,LU,AD,0.7514657709898089,0.9952028411245571,0.873334306057183,LUX,AND
"('ID', 'LU')",547,ID,LU,0.7542320404191991,0.9912286816681483,0.8727303610436736,IDN,LUX
"('NO', 'AD')",954,NO,AD,0.7502585628476603,0.9948896381319716,0.872574100489816,NOR,AND
"('UA', 'IL')",1315,UA,IL,0.7538358269167844,0.9909106441622164,0.8723732355395004,UKR,ISR
"('BG', 'PT')",124,BG,PT,0.7479512162716725,0.9954032317546034,0.871677224013138,BGR,PRT
"('SG', 'IL')",1213,SG,IL,0.7430897762946433,0.9993529565465837,0.8712213664206135,SGP,ISR
"('VN', 'FR')",1424,VN,FR,0.7602177037179555,0.9822191316785718,0.8712184176982636,VNM,FRA
"('HK', 'SE')",489,HK,SE,0.7431382739227705,0.9988250717698055,0.870981672846288,HKG,SWE
"('CR', 'LI')",325,CR,LI,0.7410952658303924,0.9994443157748363,0.8702697908026144,CRI,LIE
"('BZ', 'ID')",162,BZ,ID,0.7594833597062991,0.9805432671148101,0.8700133134105545,BLZ,IDN
"('VN', 'PE')",1438,VN,PE,0.7500091997978166,0.9893948011546952,0.8697020004762559,VNM,PER
"('HK', 'FI')",464,HK,FI,0.7424705988477708,0.9968921313379194,0.8696813650928451,HKG,FIN
"('UA', 'DK')",1306,UA,DK,0.7493837449555384,0.9899304380262526,0.8696570914908954,UKR,DNK
"('HK', 'LU')",475,HK,LU,0.7403208611000685,0.9989233087481141,0.8696220849240912,HKG,LUX
"('HK', 'DZ')",462,HK,DZ,0.7396914739551467,0.9989898465504167,0.8693406602527817,HKG,DZA
"('NZ', 'SG')",1007,NZ,SG,0.7383115821284358,0.9998041588096117,0.8690578704690237,NZL,SGP
"('HK', 'GR')",466,HK,GR,0.7378789252922939,0.9999277493387736,0.8689033373155337,HKG,GRC
"('PE', 'LI')",1032,PE,LI,0.7430628209787707,0.9938889263748163,0.8684758736767935,PER,LIE
"('SE', 'AD')",1165,SE,AD,0.7412340007606849,0.9953010781028657,0.8682675394317754,SWE,AND
"('MY', 'LI')",901,MY,LI,0.7405675887915691,0.9954039852191571,0.8679857870053631,MYS,LIE
"('HK', 'FR')",465,HK,FR,0.737303759403711,0.9985070670339588,0.8679054132188349,HKG,FRA
"('BG', 'FI')",102,BG,FI,0.7393743536535101,0.9958238819969909,0.8675991178252505,BGR,FIN
"('VN', 'PL')",1439,VN,PL,0.7550418406766218,0.9796766917239864,0.8673592662003041,VNM,POL
"('NL', 'SG')",947,NL,SG,0.73296451213199,0.9998501497942319,0.866407330963111,NLD,SGP
"('NZ', 'LI')",996,NZ,LI,0.7334969297819737,0.9992401222233117,0.8663685260026427,NZL,LIE
"('LT', 'SG')",793,LT,SG,0.7332840719069774,0.9994236737217115,0.8663538728143445,LTU,SGP
"('CO', 'LI')",299,CO,LI,0.7384805289071686,0.9934269011476857,0.8659537150274272,COL,LIE
"('VN', 'SK')",1447,VN,SK,0.745667420090579,0.9846461843778543,0.8651568022342166,VNM,SVK
"('AD', 'DK')",6,AD,DK,0.733884178495366,0.9956195437879991,0.8647518611416826,AND,DNK
"('BZ', 'SG')",186,BZ,SG,0.7549499745619788,0.9738159010357803,0.8643829377988795,BLZ,SGP
"('AD', 'DZ')",7,AD,DZ,0.7335872743016615,0.9951363033222546,0.864361788811958,AND,DZA
"('VN', 'SC')",1444,VN,SC,0.7420959418856833,0.9864806009255016,0.8642882714055924,VNM,SYC
"('VN', 'CA')",1416,VN,CA,0.7466314076718402,0.981836268253568,0.8642338379627041,VNM,CAN
"('UA', 'ZA')",1346,UA,ZA,0.7379719943624505,0.9903195582446347,0.8641457763035426,UKR,ZAF
"('BG', 'BZ')",93,BG,BZ,0.7502367729314244,0.977979244196162,0.8641080085637932,BGR,BLZ
"('UA', 'NO')",1328,UA,NO,0.7390075982543365,0.9892005323702251,0.8641040653122808,UKR,NOR
"('US', 'SG')",1391,US,SG,0.7298010888796541,0.997917251759625,0.8638591703196395,USA,SGP
"('FI', 'LI')",407,FI,LI,0.7282198921787034,0.9994496601549006,0.8638347761668019,FIN,LIE
"('HU', 'SG')",524,HU,SG,0.7325937370895012,0.9950608175642397,0.8638272773268705,HUN,SGP
"('CL', 'LI')",228,CL,LI,0.7492074073349224,0.9777213295957619,0.8634643684653421,CHL,LIE
"('UA', 'PL')",1331,UA,PL,0.7391417585854313,0.9873875371223806,0.8632646478539059,UKR,POL
"('ID', 'CA')",533,ID,CA,0.7351330281395797,0.9912620599572998,0.8631975440484397,IDN,CAN
"('UA', 'SE')",1338,UA,SE,0.7367286368674711,0.9896119723411193,0.8631703046042952,UKR,SWE
"('CL', 'AD')",213,CL,AD,0.7441043442742322,0.9810385728046828,0.8625714585394575,CHL,AND
"('UA', 'CA')",1300,UA,CA,0.7354621277855548,0.9895471136519621,0.8625046207187584,UKR,CAN
"('HK', 'BE')",454,HK,BE,0.7253332243983084,0.9993637647565702,0.8623484945774393,HKG,BEL
"('MX', 'LI')",871,MX,LI,0.7344081199499328,0.990060397414231,0.8622342586820819,MEX,LIE
"('AD', 'IL')",10,AD,IL,0.7277594043222722,0.9965997499239629,0.8621795771231175,AND,ISR
"('VN', 'AT')",1413,VN,AT,0.7403951026966867,0.9838767118818341,0.8621359072892605,VNM,AUT
"('SG', 'DK')",1209,SG,DK,0.7252258539698555,0.9983727504106199,0.8617993021902377,SGP,DNK
"('BG', 'ZA')",137,BG,ZA,0.7289010258240853,0.9945985274686203,0.8617497766463529,BGR,ZAF
"('UA', 'MY')",1326,UA,MY,0.727132751096475,0.9955905877087478,0.8613616694026114,UKR,MYS
"('ZA', 'SG')",1480,ZA,SG,0.7233952419983317,0.998761870629002,0.8610785563136669,ZAF,SGP
"('VN', 'BE')",1414,VN,BE,0.7406258445680123,0.9813624339559613,0.8609941392619869,VNM,BEL
"('SK', 'SG')",1255,SK,SG,0.7220640322428865,0.9992015797379573,0.8606328059904219,SVK,SGP
"('FR', 'AD')",415,FR,AD,0.7255386078923437,0.9956190828387125,0.8605788453655281,FRA,AND
"('ID', 'TW')",560,ID,TW,0.7380503547654407,0.982981703628768,0.8605160291971043,IDN,TWN
"('SG', 'NO')",1218,SG,NO,0.7232096684231472,0.9976428447545935,0.8604262565888703,SGP,NOR
"('BG', 'CL')",95,BG,CL,0.7383104137194316,0.9824487093424435,0.8603795615309375,BGR,CHL
"('FR', 'ID')",429,FR,ID,0.7286993766397478,0.9916449233823036,0.8601721500110258,FRA,IDN
"('HK', 'ID')",468,HK,ID,0.7301028127717415,0.9901515294669757,0.8601271711193585,HKG,IDN
"('AU', 'SG')",65,AU,SG,0.7201888113246926,0.9998555433096599,0.8600221773171762,AUS,SGP
"('SG', 'MD')",1216,SG,MD,0.7252239398316822,0.994484659438215,0.8598542996349485,SGP,MDA
"('LT', 'LI')",777,LT,LI,0.719642131677799,0.9999877103080115,0.8598149209929052,LTU,LIE
"('UA', 'LU')",1323,UA,LU,0.7300445640160091,0.9895137353628106,0.8597791496894098,UKR,LUX
"('MD', 'AD')",828,MD,AD,0.721761855492615,0.9972378660608369,0.8594998607767259,MDA,AND
"('JP', 'SG')",655,JP,SG,0.7208863191056567,0.9966937190142118,0.8587900190599342,JPN,SGP
"('SG', 'DZ')",1210,SG,DZ,0.7194512300119873,0.9978895099448765,0.8586703699784319,SGP,DZA
"('HK', 'RO')",484,HK,RO,0.7356674190963468,0.9812327968569814,0.8584501079766641,HKG,ROU
"('AD', 'MY')",13,AD,MY,0.717985347050956,0.998721228428079,0.8583532877395175,AND,MYS
"('UA', 'RO')",1333,UA,RO,0.7238814164932857,0.9927966746446298,0.8583390455689578,UKR,ROU
"('RO', 'ID')",1088,RO,ID,0.7254883788166352,0.9910817283392923,0.8582850535779638,ROU,IDN
"('UA', 'FI')",1309,UA,FI,0.7246734804911649,0.9915449127730053,0.8581091966320851,UKR,FIN
"('HU', 'AD')",497,HU,AD,0.7170916237686751,0.9978140241868616,0.8574528239777683,HUN,AND
"('UA', 'FR')",1310,UA,FR,0.7240655582792036,0.989929977076966,0.8569977676780848,UKR,FRA
